,Question,TRUE,FALSE
4013,36,1,0
4014,41,1,0
4015,59,1,0
4016,45,1,0
4017,31,1,0
4018,25,1,0
4019,38,1,0
4020,32,1,0
4021,33,1,0
4022,35,1,0
4023,37,1,0
4024,47,1,0
4025,28,1,0
4026,36,1,0
4027,32,1,0
4028,36,1,0
4029,51,1,0
4030,32,1,0
4031,50,1,0
4032,48,1,0
4033,32,1,0
4034,48,0,1
4035,52,1,0
4036,30,1,0
4037,36,1,0
4038,48,1,0
4039,25,1,0
4040,28,1,0
4041,28,1,0
4042,34,1,0
4043,39,1,0
4044,42,1,0
4045,57,1,0
4046,44,1,0
4047,28,1,0
4048,25,1,0
4049,29,1,0
4050,28,0,1
4051,41,1,0
4052,28,1,0
4053,32,1,0
4054,49,1,0
4055,59,1,0
4056,55,1,0
4057,43,1,0
4058,58,1,0
4059,54,1,0
4060,25,1,0
4061,24,1,0
4062,53,1,0
4063,36,1,0
4064,49,1,0
4065,44,1,0
4066,51,1,0
4067,37,1,0
4068,41,1,0
4069,40,1,0
4070,35,1,0
4071,24,1,0
4072,34,1,0
4073,30,1,0
4074,48,1,0
4075,27,1,0
4076,40,1,0
4077,40,1,0
4078,48,1,0
4079,35,1,0
4080,26,1,0
4081,33,1,0
4082,29,1,0
4083,45,1,0
4084,35,1,0
4085,32,1,0
4086,34,1,0
4087,33,1,0
4088,37,1,0
4089,29,1,0
4090,27,1,0
4091,43,1,0
4092,47,1,0
4093,32,1,0
4094,33,1,0
4095,26,1,0
4096,39,1,0
4097,38,1,0
4098,48,1,0
4099,42,1,0
4100,35,1,0
4101,42,1,0
4102,36,1,0
4103,28,1,0
4104,32,1,0
4105,28,1,0
4106,41,1,0
4107,32,1,0
4108,42,1,0
4109,29,1,0
4110,38,0,1
4111,22,1,0
4112,34,1,0
4113,31,1,0
4114,52,1,0
4115,55,1,0
4116,24,1,0
4117,46,1,0
4118,31,1,0
4119,34,1,0
4120,45,1,0
4121,45,1,0
4122,39,1,0
4123,29,1,0
4124,44,1,0
4125,29,1,0
4126,32,1,0
4127,32,1,0
4128,48,1,0
4129,29,1,0
4130,32,1,0
4131,38,1,0
4132,28,1,0
4133,46,1,0
4134,46,1,0
4135,27,1,0
4136,26,1,0
4137,33,1,0
4138,28,1,0
4139,52,1,0
4140,35,1,0
4141,33,1,0
4142,46,1,0
4143,26,1,0
4144,39,1,0
4145,47,1,0
4146,26,1,0
4147,34,1,0
4148,24,1,0
4149,31,1,0
4150,26,1,0
4151,31,1,0
4152,34,0,1
4153,60,1,0
4154,32,1,0
4155,24,1,0
4156,28,1,0
4157,55,1,0
4158,38,1,0
4159,37,1,0
4160,36,1,0
4161,47,1,0
4162,49,1,0
4163,31,1,0
4164,52,0,1
4165,36,1,0
4166,51,1,0
4167,52,0,1
4168,29,1,0
4169,51,1,0
4170,31,1,0
4171,36,1,0
4172,42,1,0
4173,32,1,0
4174,30,1,0
4175,27,1,0
4176,47,1,0
4177,56,1,0
4178,57,1,0
4179,27,1,0
4180,46,1,0
4181,43,1,0
4182,44,1,0
4183,52,1,0
4184,38,1,0
4185,48,1,0
4186,31,1,0
4187,33,1,0
4188,37,1,0
4189,34,1,0
4190,59,1,0
4191,34,1,0
4192,34,1,0
4193,29,1,0
4194,46,1,0
4195,46,1,0
4196,31,1,0
4197,58,1,0
4198,33,1,0
4199,32,1,0
4200,38,1,0
4201,51,1,0
4202,34,1,0
4203,30,1,0
4204,39,1,0
4205,47,1,0
4206,36,1,0
4207,47,1,0
4208,49,1,0
4209,33,0,1
4210,54,1,0
4211,35,1,0
4212,25,1,0
4213,42,1,0
4214,26,1,0
4215,36,1,0
4216,47,1,0
4217,43,1,0
4218,27,1,0
4219,40,1,0
4220,56,1,0
4221,59,1,0
4222,49,1,0
4223,40,1,0
4224,54,1,0
4225,43,1,0
4226,36,1,0
4227,53,1,0
4228,31,1,0
4229,53,1,0
4230,52,1,0
4231,34,1,0
4232,31,1,0
4233,54,1,0
4234,45,1,0
4235,40,1,0
4236,31,1,0
4237,41,1,0
4238,25,1,0
4239,35,1,0
4240,49,1,0
4241,53,1,0
4242,40,1,0
4243,46,1,0
4244,40,1,0
4245,48,1,0
4246,58,1,0
4247,30,1,0
4248,49,1,0
4249,54,1,0
4250,45,1,0
4251,34,1,0
4252,32,0,1
4253,41,1,0
4254,50,1,0
4255,52,1,0
4256,45,1,0
4257,37,1,0
4258,25,1,0
4259,50,1,0
4260,43,1,0
4261,34,1,0
4262,41,1,0
4263,35,1,0
4264,31,0,1
4265,34,1,0
4266,47,1,0
4267,52,1,0
4268,47,0,1
4269,42,1,0
4270,28,1,0
4271,43,1,0
4272,41,1,0
4273,33,1,0
4274,53,1,0
4275,49,1,0
4276,45,1,0
4277,33,1,0
4278,45,1,0
4279,30,1,0
4280,49,1,0
4281,38,1,0
4282,39,1,0
4283,50,1,0
4284,58,1,0
4285,46,1,0
4286,46,1,0
4287,40,1,0
4288,36,1,0
4289,53,1,0
4290,32,1,0
4291,42,1,0
4292,39,1,0
4293,39,1,0
4294,53,0,1
4295,34,1,0
4296,39,1,0
4297,50,1,0
4298,40,1,0
4299,56,1,0
4300,41,1,0
4301,46,1,0
4302,36,1,0
4303,42,1,0
4304,38,1,0
4305,30,1,0
4306,42,1,0
4307,38,1,0
4308,31,1,0
4309,45,1,0
4310,33,1,0
4311,36,1,0
4312,41,1,0
4313,31,1,0
4314,36,1,0
4315,21,1,0
4316,29,1,0
4317,53,1,0
4318,39,1,0
4319,31,1,0
4320,44,1,0
4321,38,1,0
4322,47,1,0
4323,36,1,0
4324,27,1,0
4325,45,1,0
4326,34,1,0
4327,50,1,0
4328,40,1,0
4329,36,1,0
4330,40,1,0
4331,53,1,0
4332,40,1,0
4333,25,1,0
4334,42,1,0
4335,47,1,0
4336,46,1,0
4337,35,1,0
4338,45,1,0
4339,43,1,0
4340,58,1,0
4341,43,1,0
4342,33,1,0
4343,38,1,0
4344,32,1,0
4345,49,1,0
4346,36,1,0
4347,35,1,0
4348,45,1,0
4349,36,1,0
4350,45,1,0
4351,34,1,0
4352,54,1,0
4353,35,0,1
4354,30,1,0
4355,40,1,0
4356,31,1,0
4357,52,1,0
4358,46,1,0
4359,27,1,0
4360,39,1,0
4361,59,1,0
4362,39,1,0
4363,55,1,0
4364,43,1,0
4365,42,1,0
4366,42,1,0
4367,56,1,0
4368,45,1,0
4369,38,1,0
4370,49,1,0
4371,57,1,0
4372,51,1,0
4373,31,1,0
4374,52,1,0
4375,57,1,0
4376,47,1,0
4377,42,1,0
4378,35,1,0
4379,31,1,0
4380,43,1,0
4381,44,1,0
4382,59,1,0
4383,57,1,0
4384,41,1,0
4385,32,1,0
4386,33,1,0
4387,54,1,0
4388,22,1,0
4389,36,1,0
4390,56,1,0
4391,41,1,0
4392,46,1,0
4393,60,1,0
4394,50,1,0
4395,49,1,0
4396,47,1,0
4397,34,1,0
4398,49,1,0
4399,30,1,0
4400,35,1,0
4401,40,1,0
4402,42,1,0
4403,45,1,0
4404,40,1,0
4405,32,1,0
4406,41,1,0
4407,57,1,0
4408,34,1,0
4409,40,1,0
4410,44,1,0
4411,51,1,0
4412,42,1,0
4413,32,1,0
4414,33,1,0
4415,43,1,0
4416,28,1,0
4417,37,1,0
4418,37,1,0
4419,41,1,0
4420,37,1,0
4421,42,1,0
4422,60,1,0
4423,28,1,0
4424,45,1,0
4425,34,1,0
4426,52,1,0
4427,33,1,0
4428,43,1,0
4429,41,1,0
4430,31,1,0
4431,48,1,0
4432,47,1,0
4433,38,1,0
4434,51,1,0
4435,49,1,0
4436,31,1,0
4437,45,1,0
4438,41,1,0
4439,51,1,0
4440,46,1,0
4441,48,1,0
4442,51,1,0
4443,44,1,0
4444,30,1,0
4445,35,1,0
4446,35,1,0
4447,57,1,0
4448,38,1,0
4449,36,1,0
4450,30,1,0
4451,37,1,0
4452,31,1,0
4453,37,1,0
4454,31,1,0
4455,38,1,0
4456,29,1,0
4457,36,1,0
4458,41,1,0
4459,32,1,0
4460,42,1,0
4461,27,1,0
4462,34,1,0
4463,44,1,0
4464,42,1,0
4465,29,1,0
4466,40,1,0
4467,57,1,0
4468,42,1,0
4469,50,1,0
4470,58,1,0
4471,34,1,0
4472,40,1,0
4473,46,1,0
4474,33,1,0
4475,42,1,0
4476,27,1,0
4477,41,1,0
4478,39,1,0
4479,58,0,1
4480,31,1,0
4481,48,1,0
4482,45,1,0
4483,30,1,0
4484,58,1,0
4485,39,0,1
4486,41,1,0
4487,44,1,0
4488,47,1,0
4489,32,1,0
4490,39,1,0
4491,45,1,0
4492,33,1,0
4493,27,1,0
4494,57,1,0
4495,32,1,0
4496,33,1,0
4497,57,1,0
4498,34,1,0
4499,58,1,0
4500,50,1,0
4501,44,1,0
4502,48,1,0
4503,56,1,0
4504,42,1,0
4505,37,1,0
4506,29,1,0
4507,32,1,0
4508,40,1,0
4509,39,1,0
4510,34,1,0
4511,50,1,0
4512,28,1,0
4513,43,1,0
4514,27,1,0
4515,38,1,0
4516,37,1,0
4517,39,1,0
4518,36,1,0
4519,43,1,0
4520,55,1,0
4521,35,1,0
4522,27,0,1
4523,51,1,0
4524,34,1,0
4525,28,1,0
4526,50,1,0
4527,26,1,0
4528,50,1,0
4529,52,1,0
4530,52,1,0
4531,45,1,0
4532,37,1,0
4533,43,1,0
4534,46,1,0
4535,45,1,0
4536,31,1,0
4537,39,1,0
4538,55,1,0
4539,55,1,0
4540,27,1,0
4541,38,1,0
4542,24,1,0
4543,36,1,0
4544,44,1,0
4545,33,1,0
4546,30,1,0
4547,28,1,0
4548,60,1,0
4549,38,1,0
4550,42,1,0
4551,35,1,0
4552,53,1,0
4553,24,1,0
4554,35,1,0
4555,25,1,0
4556,59,1,0
4557,48,1,0
4558,56,1,0
4559,43,1,0
4560,32,1,0
4561,27,1,0
4562,34,1,0
4563,31,1,0
4564,37,1,0
4565,29,1,0
4566,35,1,0
4567,57,1,0
4568,43,1,0
4569,49,1,0
4570,50,1,0
4571,33,1,0
4572,34,1,0
4573,24,1,0
4574,43,1,0
4575,44,1,0
4576,37,1,0
4577,39,1,0
4578,33,1,0
4579,46,1,0
4580,39,1,0
4581,28,1,0
4582,25,1,0
4583,39,1,0
4584,31,1,0
4585,32,1,0
4586,32,1,0
4587,41,1,0
4588,22,1,0
4589,39,1,0
4590,29,1,0
4591,50,1,0
4592,46,1,0
4593,39,1,0
4594,55,1,0
4595,43,1,0
4596,42,1,0
4597,41,1,0
4598,31,1,0
4599,56,1,0
4600,40,1,0
4601,46,1,0
4602,56,1,0
4603,42,1,0
4604,41,1,0
4605,41,1,0
4606,53,1,0
4607,33,1,0
4608,25,1,0
4609,42,0,1
4610,34,1,0
4611,41,1,0
4612,38,1,0
4613,31,1,0
4614,46,1,0
4615,58,1,0
4616,39,1,0
4617,54,1,0
4618,31,1,0
4619,40,1,0
4620,56,1,0
4621,41,1,0
4622,33,1,0
4623,55,0,1
4624,33,1,0
4625,48,1,0
4626,28,1,0
4627,39,1,0
4628,42,1,0
4629,60,1,0
4630,35,1,0
4631,45,1,0
4632,36,1,0
4633,33,1,0
4634,54,1,0
4635,49,0,1
4636,46,1,0
4637,32,1,0
4638,42,1,0
4639,37,1,0
4640,35,1,0
4641,47,1,0
4642,33,1,0
4643,38,1,0
4644,39,1,0
4645,55,1,0
4646,35,1,0
4647,55,1,0
4648,33,1,0
4649,32,1,0
4650,32,1,0
4651,32,1,0
4652,42,0,1
4653,38,1,0
4654,56,1,0
4655,55,1,0
4656,33,1,0
4657,45,1,0
4658,58,1,0
4659,46,1,0
4660,33,1,0
4661,50,1,0
4662,56,1,0
4663,33,1,0
4664,26,1,0
4665,49,1,0
4666,36,1,0
4667,52,1,0
4668,49,1,0
4669,49,1,0
4670,28,1,0
4671,36,1,0
4672,45,0,1
4673,41,1,0
4674,49,1,0
4675,31,1,0
4676,32,1,0
4677,59,0,1
4678,25,1,0
4679,22,1,0
4680,43,1,0
4681,35,1,0
4682,60,1,0
4683,40,1,0
4684,37,1,0
4685,37,1,0
4686,36,1,0
4687,35,1,0
4688,43,1,0
4689,39,1,0
4690,56,1,0
4691,37,1,0
4692,38,1,0
4693,37,1,0
4694,54,0,1
4695,53,1,0
4696,38,1,0
4697,47,1,0
4698,33,1,0
4699,39,1,0
4700,36,1,0
4701,35,1,0
4702,40,1,0
4703,55,1,0
4704,37,1,0
4705,53,1,0
4706,36,1,0
4707,32,1,0
4708,42,1,0
4709,52,1,0
4710,33,1,0
4711,51,1,0
4712,32,1,0
4713,33,1,0
4714,34,1,0
4715,34,1,0
4716,55,1,0
4717,33,1,0
4718,34,1,0
4719,52,1,0
4720,55,0,1
4721,45,1,0
4722,34,1,0
4723,53,1,0
4724,43,1,0
4725,33,1,0
4726,39,1,0
4727,29,1,0
4728,35,1,0
4729,45,1,0
4730,35,1,0
4731,37,1,0
4732,38,1,0
4733,35,1,0
4734,36,1,0
4735,30,1,0
4736,53,1,0
4737,30,0,1
4738,41,1,0
4739,40,1,0
4740,36,1,0
4741,36,1,0
4742,44,1,0
4743,56,1,0
4744,38,1,0
4745,35,1,0
4746,35,1,0
4747,28,1,0
4748,43,1,0
4749,30,1,0
4750,36,1,0
4751,40,1,0
4752,35,0,1
4753,27,1,0
4754,42,1,0
4755,49,1,0
4756,38,1,0
4757,31,1,0
4758,57,1,0
4759,29,1,0
4760,36,1,0
4761,55,1,0
4762,30,1,0
4763,32,1,0
4764,49,1,0
4765,48,1,0
4766,30,1,0
4767,53,1,0
4768,40,1,0
4769,31,0,1
4770,60,1,0
4771,45,1,0
4772,56,1,0
4773,31,1,0
4774,56,1,0
4775,60,1,0
4776,34,1,0
4777,56,1,0
4778,33,1,0
4779,29,1,0
4780,49,1,0
4781,53,1,0
4782,49,1,0
4783,43,1,0
4784,38,1,0
4785,48,1,0
4786,43,1,0
4787,30,1,0
4788,31,1,0
4789,37,1,0
4790,42,1,0
4791,59,1,0
4792,42,1,0
4793,36,0,1
4794,41,1,0
4795,44,1,0
4796,40,1,0
4797,39,1,0
4798,40,1,0
4799,33,1,0
4800,57,1,0
4801,31,1,0
4802,57,1,0
4803,48,1,0
4804,52,1,0
4805,37,1,0
4806,42,1,0
4807,33,1,0
4808,36,1,0
4809,57,1,0
4810,51,1,0
4811,43,1,0
4812,55,1,0
4813,41,1,0
4814,27,1,0
4815,37,1,0
4816,37,1,0
4817,40,1,0
4818,28,1,0
4819,31,1,0
4820,32,1,0
4821,32,1,0
4822,35,1,0
4823,36,1,0
4824,31,1,0
4825,38,1,0
4826,46,1,0
4827,39,1,0
4828,58,1,0
4829,44,1,0
4830,33,1,0
4831,24,1,0
4832,33,1,0
4833,44,1,0
4834,30,1,0
4835,36,1,0
4836,24,1,0
4837,32,1,0
4838,33,1,0
4839,58,1,0
4840,42,1,0
4841,40,1,0
4842,29,1,0
4843,52,1,0
4844,36,1,0
4845,29,1,0
4846,46,1,0
4847,58,1,0
4848,45,1,0
4849,53,1,0
4850,57,1,0
4851,46,0,1
4852,40,1,0
4853,37,1,0
4854,31,1,0
4855,29,1,0
4856,33,1,0
4857,35,1,0
4858,47,1,0
4859,26,1,0
4860,34,1,0
4861,38,1,0
4862,46,1,0
4863,26,1,0
4864,30,1,0
4865,35,1,0
4866,40,1,0
4867,30,1,0
4868,30,1,0
4869,35,1,0
4870,36,1,0
4871,27,1,0
4872,32,0,1
4873,26,1,0
4874,43,1,0
4875,30,1,0
4876,33,1,0
4877,50,1,0
4878,38,1,0
4879,36,1,0
4880,25,0,1
4881,35,1,0
4882,42,1,0
4883,55,1,0
4884,29,1,0
4885,29,1,0
4886,38,1,0
4887,45,1,0
4888,30,1,0
4889,58,1,0
4890,51,1,0
4891,39,1,0
4892,44,1,0
4893,25,1,0
4894,30,1,0
4895,46,1,0
4896,34,1,0
4897,57,1,0
4898,47,1,0
4899,45,0,1
4900,36,1,0
4901,45,1,0
4902,56,0,1
4903,28,1,0
4904,30,0,1
4905,49,1,0
4906,44,1,0
4907,60,1,0
4908,26,1,0
4909,38,1,0
4910,58,1,0
4911,29,1,0
4912,49,1,0
4913,48,1,0
4914,37,1,0
4915,30,1,0
4916,27,1,0
4917,57,1,0
4918,38,1,0
4919,42,1,0
4920,52,1,0
4921,55,1,0
4922,41,1,0
4923,38,1,0
4924,45,1,0
4925,57,1,0
4926,53,1,0
4927,32,1,0
4928,34,1,0
4929,43,1,0
4930,31,1,0
4931,24,1,0
4932,53,1,0
4933,32,1,0
4934,40,1,0
4935,53,1,0
4936,31,1,0
4937,36,1,0
4938,56,1,0
4939,42,1,0
4940,49,1,0
4941,32,1,0
4942,47,1,0
4943,34,1,0
4944,56,1,0
4945,28,1,0
4946,34,1,0
4947,30,1,0
4948,38,1,0
4949,39,1,0
4950,31,1,0
4951,29,1,0
4952,31,1,0
4953,25,1,0
4954,40,1,0
4955,35,1,0
4956,36,1,0
4957,43,1,0
4958,49,1,0
4959,29,1,0
4960,38,1,0
4961,32,1,0
4962,35,1,0
4963,39,1,0
4964,35,1,0
4965,54,1,0
4966,35,1,0
4967,32,1,0
4968,55,1,0
4969,30,1,0
4970,50,1,0
4971,25,1,0
4972,52,1,0
4973,43,1,0
4974,38,1,0
4975,45,1,0
4976,33,1,0
4977,30,1,0
4978,26,1,0
4979,51,1,0
4980,34,1,0
4981,33,1,0
4982,44,0,1
4983,43,1,0
4984,48,1,0
4985,56,1,0
4986,37,1,0
4987,31,1,0
4988,50,1,0
4989,38,1,0
4990,32,1,0
4991,35,1,0
4992,50,1,0
4993,33,1,0
4994,35,1,0
4995,36,1,0
4996,29,1,0
4997,38,1,0
4998,36,1,0
4999,46,1,0
5000,44,1,0
5001,37,1,0
5002,26,1,0
5003,47,1,0
5004,36,1,0
5005,28,1,0
5006,50,1,0
5007,32,0,1
5008,54,1,0
5009,37,1,0
5010,46,1,0
5011,49,1,0
5012,33,1,0
5013,55,1,0
5014,40,1,0
5015,50,1,0
5016,36,1,0
5017,35,1,0
5018,39,1,0
5019,44,1,0
5020,30,1,0
5021,40,1,0
5022,29,1,0
5023,34,1,0
5024,47,1,0
5025,58,1,0
5026,43,1,0
5027,37,0,1
5028,37,1,0
5029,34,1,0
5030,36,1,0
5031,48,1,0
5032,59,1,0
5033,32,1,0
5034,28,1,0
5035,53,1,0
5036,50,1,0
5037,42,1,0
5038,45,1,0
5039,39,1,0
5040,38,1,0
5041,37,1,0
5042,57,1,0
5043,48,1,0
5044,27,1,0
5045,38,1,0
5046,35,1,0
5047,46,1,0
5048,40,1,0
5049,38,1,0
5050,28,1,0
5051,56,1,0
5052,34,1,0
5053,39,1,0
5054,37,1,0
5055,45,1,0
5056,58,0,1
5057,38,1,0
5058,35,1,0
5059,36,1,0
5060,39,1,0
5061,41,1,0
5062,41,1,0
5063,26,1,0
5064,54,1,0
5065,41,1,0
5066,45,1,0
5067,38,1,0
5068,33,1,0
5069,26,1,0
5070,42,1,0
5071,35,1,0
5072,41,1,0
5073,35,0,1
5074,53,1,0
5075,38,1,0
5076,30,1,0
5077,57,1,0
5078,37,1,0
5079,46,1,0
5080,37,1,0
5081,54,1,0
5082,47,1,0
5083,41,1,0
5084,49,0,1
5085,51,1,0
5086,53,1,0
5087,36,1,0
5088,55,1,0
5089,47,1,0
5090,25,1,0
5091,27,1,0
5092,47,1,0
5093,36,1,0
5094,50,1,0
5095,53,1,0
5096,37,1,0
5097,36,1,0
5098,53,1,0
5099,42,1,0
5100,39,1,0
5101,46,1,0
5102,32,1,0
5103,28,1,0
5104,40,1,0
5105,26,1,0
5106,30,1,0
5107,38,0,1
5108,37,1,0
5109,39,1,0
5110,36,1,0
5111,29,1,0
5112,22,0,1
5113,49,1,0
5114,31,1,0
5115,49,1,0
5116,41,1,0
5117,47,1,0
5118,47,1,0
5119,38,1,0
5120,43,1,0
5121,46,1,0
5122,33,1,0
5123,27,1,0
5124,53,1,0
5125,30,1,0
5126,47,1,0
5127,55,1,0
5128,60,1,0
5129,48,1,0
5130,42,1,0
5131,48,1,0
5132,48,1,0
5133,42,1,0
5134,46,1,0
5135,36,1,0
5136,29,1,0
5137,50,1,0
5138,33,1,0
5139,37,1,0
5140,42,1,0
5141,24,1,0
5142,55,1,0
5143,38,1,0
5144,36,1,0
5145,45,1,0
5146,38,1,0
5147,51,1,0
5148,48,1,0
5149,46,1,0
5150,47,1,0
5151,33,1,0
5152,39,1,0
5153,47,1,0
5154,37,1,0
5155,47,1,0
5156,29,1,0
5157,44,1,0
5158,45,1,0
5159,47,1,0
5160,38,1,0
5161,25,1,0
5162,47,0,1
5163,55,1,0
5164,56,1,0
5165,44,1,0
5166,36,1,0
5167,40,1,0
5168,46,1,0
5169,48,1,0
5170,40,1,0
5171,37,1,0
5172,58,1,0
5173,50,1,0
5174,55,0,1
5175,55,1,0
5176,51,1,0
5177,45,1,0
5178,39,1,0
5179,47,1,0
5180,55,1,0
5181,41,1,0
5182,48,1,0
5183,41,1,0
5184,41,1,0
5185,30,1,0
5186,32,1,0
5187,56,1,0
5188,53,1,0
5189,39,1,0
5190,48,1,0
5191,42,1,0
5192,36,1,0
5193,35,1,0
5194,47,1,0
5195,38,1,0
5196,59,1,0
5197,34,1,0
5198,47,1,0
5199,53,1,0
5200,44,1,0
5201,48,1,0
5202,50,1,0
5203,44,1,0
5204,33,1,0
5205,42,1,0
5206,45,1,0
5207,51,1,0
5208,35,1,0
5209,55,1,0
5210,32,1,0
5211,42,1,0
5212,42,1,0
5213,57,1,0
5214,57,1,0
5215,46,1,0
5216,42,1,0
5217,38,1,0
5218,31,1,0
5219,44,1,0
5220,28,1,0
5221,29,1,0
5222,56,1,0
5223,47,1,0
5224,26,1,0
5225,39,1,0
5226,51,1,0
5227,54,1,0
5228,42,1,0
5229,57,1,0
5230,27,1,0
5231,27,1,0
5232,59,1,0
5233,47,1,0
5234,43,1,0
5235,36,1,0
5236,47,1,0
5237,38,1,0
5238,38,1,0
5239,33,1,0
5240,43,1,0
5241,39,1,0
5242,41,1,0
5243,37,1,0
5244,32,1,0
5245,46,1,0
5246,49,1,0
5247,33,1,0
5248,42,1,0
5249,23,1,0
5250,28,1,0
5251,39,1,0
5252,36,1,0
5253,27,1,0
5254,37,1,0
5255,49,1,0
5256,55,1,0
5257,42,1,0
5258,38,1,0
5259,29,1,0
5260,28,1,0
5261,36,1,0
5262,51,1,0
5263,58,1,0
5264,45,1,0
5265,27,1,0
5266,35,1,0
5267,37,1,0
5268,43,1,0
5269,40,1,0
5270,37,1,0
5271,31,1,0
5272,29,1,0
5273,50,1,0
5274,30,1,0
5275,35,1,0
5276,43,1,0
5277,39,1,0
5278,57,1,0
5279,53,1,0
5280,37,1,0
5281,41,1,0
5282,29,1,0
5283,30,1,0
5284,32,1,0
5285,51,1,0
5286,38,1,0
5287,58,1,0
5288,36,1,0
5289,48,1,0
5290,39,1,0
5291,35,1,0
5292,32,1,0
5293,32,1,0
5294,34,1,0
5295,41,1,0
5296,32,1,0
5297,38,1,0
5298,41,1,0
5299,27,1,0
5300,57,1,0
5301,37,1,0
5302,54,1,0
5303,43,1,0
5304,44,1,0
5305,37,1,0
5306,37,1,0
5307,50,1,0
5308,41,1,0
5309,46,1,0
5310,32,1,0
5311,31,1,0
5312,40,1,0
5313,43,1,0
5314,44,1,0
5315,41,1,0
5316,32,1,0
5317,49,1,0
5318,31,1,0
5319,46,1,0
5320,38,1,0
5321,27,1,0
5322,31,1,0
5323,47,1,0
5324,39,1,0
5325,37,1,0
5326,52,1,0
5327,49,1,0
5328,39,1,0
5329,50,0,1
5330,49,1,0
5331,39,1,0
5332,35,1,0
5333,28,1,0
5334,40,1,0
5335,40,1,0
5336,53,1,0
5337,49,1,0
5338,55,1,0
5339,36,1,0
5340,45,1,0
5341,36,1,0
5342,46,1,0
5343,49,1,0
5344,48,1,0
5345,49,1,0
5346,49,1,0
5347,32,0,1
5348,25,1,0
5349,26,1,0
5350,33,1,0
5351,37,1,0
5352,53,1,0
5353,38,1,0
5354,42,1,0
5355,48,1,0
5356,51,1,0
5357,40,1,0
5358,51,1,0
5359,35,1,0
5360,45,1,0
5361,35,1,0
5362,51,1,0
5363,33,0,1
5364,37,1,0
5365,34,1,0
5366,44,1,0
5367,53,1,0
5368,40,1,0
5369,40,1,0
5370,32,1,0
5371,58,1,0
5372,41,1,0
5373,35,1,0
5374,47,1,0
5375,52,1,0
5376,33,1,0
5377,34,1,0
5378,38,1,0
5379,48,1,0
5380,38,1,0
5381,40,1,0
5382,26,1,0
5383,42,1,0
5384,60,0,1
5385,35,1,0
5386,59,1,0
5387,43,1,0
5388,33,1,0
5389,47,1,0
5390,30,1,0
5391,35,1,0
5392,31,1,0
5393,45,1,0
5394,33,1,0
5395,60,1,0
5396,46,1,0
5397,31,1,0
5398,56,1,0
5399,28,1,0
5400,29,1,0
5401,26,1,0
5402,35,1,0
5403,54,1,0
5404,43,1,0
5405,46,1,0
5406,37,1,0
5407,28,1,0
5408,30,1,0
5409,36,1,0
5410,50,1,0
5411,37,1,0
5412,28,1,0
5413,52,1,0
5414,37,1,0
5415,46,0,1
5416,27,1,0
5417,44,1,0
5418,31,1,0
5419,34,1,0
5420,56,1,0
5421,51,1,0
5422,36,1,0
5423,39,1,0
5424,37,1,0
5425,48,1,0
5426,55,1,0
5427,34,1,0
5428,33,1,0
5429,32,1,0
5430,35,1,0
5431,39,1,0
5432,32,1,0
5433,36,1,0
5434,51,1,0
5435,39,0,1
5436,42,1,0
5437,49,1,0
5438,32,1,0
5439,43,1,0
5440,31,1,0
5441,25,1,0
5442,39,0,1
5443,49,1,0
5444,53,1,0
5445,26,1,0
5446,41,1,0
5447,39,1,0
5448,33,1,0
5449,45,1,0
5450,56,1,0
5451,39,1,0
5452,30,1,0
5453,28,1,0
5454,50,1,0
5455,44,1,0
5456,55,1,0
5457,31,1,0
5458,40,1,0
5459,44,1,0
5460,27,1,0
5461,56,1,0
5462,35,1,0
5463,31,1,0
5464,47,1,0
5465,30,1,0
5466,37,1,0
5467,36,1,0
5468,33,1,0
5469,38,1,0
5470,29,1,0
5471,46,1,0
5472,50,1,0
5473,57,1,0
5474,34,1,0
5475,33,1,0
5476,49,1,0
5477,43,1,0
5478,32,1,0
5479,38,1,0
5480,38,1,0
5481,37,1,0
5482,28,1,0
5483,42,1,0
5484,35,1,0
5485,49,1,0
5486,59,1,0
5487,30,1,0
5488,35,1,0
5489,35,1,0
5490,40,1,0
5491,42,1,0
5492,51,1,0
5493,49,1,0
5494,48,1,0
5495,46,1,0
5496,29,1,0
5497,44,1,0
5498,41,1,0
5499,28,1,0
5500,42,1,0
5501,38,1,0
5502,41,1,0
5503,43,1,0
5504,57,1,0
5505,47,1,0
5506,47,1,0
5507,42,1,0
5508,52,1,0
5509,33,1,0
5510,35,1,0
5511,26,1,0
5512,35,1,0
5513,39,1,0
5514,46,1,0
5515,46,1,0
5516,48,1,0
5517,52,1,0
5518,47,1,0
5519,44,1,0
5520,36,1,0
5521,48,1,0
5522,30,1,0
5523,28,1,0
5524,41,1,0
5525,45,1,0
5526,32,1,0
5527,42,1,0
5528,41,1,0
5529,44,1,0
5530,44,1,0
5531,32,1,0
5532,55,1,0
5533,33,1,0
5534,42,1,0
5535,42,1,0
5536,32,1,0
5537,31,1,0
5538,48,1,0
5539,41,1,0
5540,50,1,0
5541,42,1,0
5542,42,1,0
5543,47,1,0
5544,36,1,0
5545,34,1,0
5546,27,1,0
5547,44,1,0
5548,44,1,0
5549,56,1,0
5550,33,0,1
5551,38,1,0
5552,28,1,0
5553,39,1,0
5554,52,1,0
5555,51,1,0
5556,38,1,0
5557,39,1,0
5558,43,1,0
5559,41,1,0
5560,41,1,0
5561,41,1,0
5562,44,1,0
5563,44,1,0
5564,39,1,0
5565,46,1,0
5566,36,1,0
